,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
126,HOKA Bondi X,HOKA,Bondi X,214.95,0.0,0.0,women, Camellia/Peach Parft,Maximal,Neutral,"Fast Runs,Cushioned Comfort,Walking,Roads and Pavement","Soft EVA Midsolerunning the full length of the shoe it is 30% softer than traditional EVA foam, offering enhanced cushioning and support.Early Stage Meta-Rocker Geometryis a rockered midsole design engineered to deliver a smooth ride and increased propulsion.Carbon Fiber plate for added stability and rigidity.",Full Ground Contactprovides increased traction and a smooth heel-to-toe transition.Hi-Abrasion Lightweight Rubberis strategically placed for increased traction and durability.Heel Bevelworks to increase ground contact and durability while creating a smoother transition to the forefoot.,"Engineered ventilated meshcomprises the upper, providing lightweight breathability.Internal heel counterlocks the heel into place and provides additional support.  ",https://www.runningwarehouse.com/HOKA_Bondi_X/descpage-HOOBXW5.html
127,HOKA Speedgoat 5,HOKA,Speedgoat 5,154.95,0.0,0.0,women, Mercury/Trellis,High,Neutral,"All Around,Cushioned Comfort,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","CMEVA Midsoleis a durable compound that runs the full length of the shoe, offering soft, enhanced cushioning and support.Balanced Stage Meta-Rocker Geometryis a rockered midsole design engineered to encourage efficient running mechanics.",Vibram Megagrip Hi-Tractionoutsole features aggressive lugs for increased traction and stability.5mm Lugsprovide exceptional grip on trails.Outsole Flex Groovesallow for freedom of movement and added stability on trails.,Dynamic Sandwich mesh upper is made of recycled materials and is designed to be breathable and flexible while providing structure for security on uneven terrain.Reinforced TPU Midfoot Overlaysensure a secure fit and are made from recycled materials.Extended heel pullis designed for easy entry.Reinforced Toe Capprotects toes from debris and adds aberration resistance.Gusseted Tongue for a consistent lockdown.  ,https://www.runningwarehouse.com/HOKA_Speedgoat_5/descpage-HOSP5WA.html
128,HOKA Speedgoat 5 GTX,HOKA,Speedgoat 5 GTX,169.95,0.0,0.0,women, Deep Teal/Bk,High,Neutral,"All Around,Cushioned Comfort,Hiking,Rocky and Technical Trails,Snowy and Icy Trails","CMEVA EVA Midsoleis a durable compound that runs the full length of the shoe, offering soft, enhanced cushioning and support.Balanced Stage Meta-Rocker Geometryis a rockered midsole design engineered to encourage efficient running mechanics.",Vibram Megagrip Hi-Tractionoutsole features aggressive lugs for increased traction and stability.5mm Lugsprovide exceptional grip on trails.Outsole Flex Groovesallow for freedom of movement and added stability on trails.,"GORE Invisible Fituses a GORE Membrane that is directly bonded to the upper, allowing for decreased weight, increased breathability, and an extremely comfortable fit compared to standard waterproof shoes.Reinforced TPU Midfoot Overlaysensure a secure fit.Midfoot cage constructionis designed to provide a snug, locked-down fit.Reinforced Toe Capprotects toes from debris and adds aberration resistance.  ",https://www.runningwarehouse.com/HOKA_Speedgoat_5_GTX/descpage-HSP5GW1.html
129,HOKA Speedgoat 5 GTX Ice,HOKA,Speedgoat 5 GTX Ice,184.95,0.0,0.0,women, Black/Bk,High,Neutral,"All Around,Cushioned Comfort,Hiking,Rocky and Technical Trails,Soft and Muddy Trails,Snowy and Icy Trails","CMEVA Midsoleis a durable compound that runs the full length of the shoe, offering soft, enhanced cushioning and support.Balanced Stage Meta-Rocker Geometryis a rockered midsole design engineered to encourage efficient running mechanics.",Vibram Megagrip Hi-Tractionoutsole features aggressive lugs for increased traction and stability.12 Tungsten Carbide Spikes grip into icy trails.Outsole Flex Groovesallow for freedom of movement and added stability on trails.,GORE TEX Leaf Membrane Bootie providing waterproofing while still being breathable and lightExtended heel pullis designed for easy entry.Reinforced Toe Capprotects toes from debris and adds aberration resistance.Gusseted Tonguefor a consistent lockdown.Reinforced TPU Midfoot Overlaysensure a secure fit and are made from recycled materials.  ,https://www.runningwarehouse.com/HOKA_Speedgoat_5_GTX_Ice/descpage-HS5GIW1.html
130,HOKA Speedgoat 5 Mid GTX,HOKA,Speedgoat 5 Mid GTX,179.95,0.0,0.0,women, Blue/Cam,High,Neutral,"All Around,Cushioned Comfort,Hiking,Rocky and Technical Trails,Snowy and Icy Trails","CMEVA EVA Midsoleis a durable compound that runs the full length of the shoe, offering soft, enhanced cushioning and support.Balanced Stage Meta-Rocker Geometryis a rockered midsole design engineered to encourage efficient running mechanics.",Vibram Megagrip Hi-Tractionoutsole features aggressive lugs for increased traction and stability.5mm Lugsprovide exceptional grip on trails.Outsole Flex Groovesallow for freedom of movement and added stability on trails.,"Gore Invisible Fit uses a GORE Membrane that is directly bonded to the upper, allowing for decreased weight, increased breathability, and an extremely comfortable fit compared to standard waterproof shoes.Reinforced TPU Midfoot Overlaysensure a secure fit.Midfoot cage constructionis designed to provide a snug, locked-down fit.Reinforced Toe Capprotects toes from debris and adds aberration resistance.  ",https://www.runningwarehouse.com/HOKA_Speedgoat_5_Mid_GTX/descpage-HS5MGW1.html
131,HOKA Rocket X 2,HOKA,Rocket X 2,249.95,0.0,0.0,unisex, Ceramic/Evening Primrose,High,Neutral,"Fast Runs,Racing,Roads and Pavement",Carbon Fiber Plate adds stability to the foams as well as a powerful and propulsive toe-off.Peba Foam for a soft and ultra-responsive ride.,Durabrasion Rubber is strategically placed to optimize grip while keeping weight as low as possible.,"Technical Synthetic Mesh for a race-ready, foot-hugging fit.  ",https://www.runningwarehouse.com/HOKA_Rocket_X_2/descpage-HRX2U1.html
132,HOKA Tecton X 2,HOKA,Tecton X 2,224.95,0.0,0.0,women, Ceramic/Evening Primrose,High,Neutral,"All Around,Racing,Smooth Trails and Fireroads",PROFLYXfeatures a well-cushioned and responsive foam.Parallel Carbon Fiber Plates work in tandem to provide a propulsive ride and deliver a smooth transition through the gait cycle.Early Stage Meta-Rockerencourages fast and efficient turnover.,Vibram MegaGrip withLitebase Constructionis a high-performance rubber that reduces outsole wieght while maintaining performance.,"Matryx Material is lightweight, extra durable woven material with hydrophobic properties andis abrasion resistant to help you get the most out of your runs.  ",https://www.runningwarehouse.com/HOKA_Tecton_X_2/descpage-HTX2W2.html
133,HOKA Carbon X 3,HOKA,Carbon X 3,199.95,0.0,0.0,women, Primrose/Blue,High,Neutral,"All Around,Fast Runs,Racing,Roads and Pavement","PROFLYXexperience with CM Betty Fly foam above the carbon fiber plate and injected rubberized EVA below the plate.Resilient CM EVAoffers a that soft, highly cushioned ride you expect from HOKA.Injected Rubberized EVAprovides a durable and responsive outsole.Carbon Fiber Platedesigned to split and curl under the lateral toes which allow for resupination.Flared Midsole Forefoot Platformoffers support and stability with a more accommodating and comfortable fit.",Injected Rubberized EVAprovides a durable and responsive outsole.,Engineered Knit Meshon the upper offers a lightweight comfort with ideal airflow.Integrated Knit Tongue creates a consistent fit and offers a sock-like fit.  ,https://www.runningwarehouse.com/HOKA_Carbon_X_3/descpage-HOCX3W6.html
134,HOKA Challenger 7 GTX,HOKA,Challenger 7 GTX,159.95,0.0,0.0,women, Vibrant Orange,Medium,Neutral,"All Around,Walking,Roads and Pavement,Smooth Trails and Fireroads",CMEVA(Compression-Molded EVA) foam midsole provides optimal lightweight cushioning.,Durabrasion Rubberfor increased durability and dependability. 4mm Lugsprovide reliable traction on.,GORE-TEX Invisible Fit delivers lightweight and flexible protection in inclement weather.Extended Heel Pullfor easy entry.  ,https://www.runningwarehouse.com/HOKA_Challenger_7_GTX/descpage-HCH7GW3.html
135,HOKA Challenger ATR 6,HOKA,Challenger ATR 6,140.0,109.88,78.49,women, Castlerock,High,Neutral,"All Around,Cushioned Comfort,Hiking,Smooth Trails and Fireroads",CMEVA(compression-molded EVA) midsole provides optimal lightweight cushioning.Early Stage Meta-Rocker Geometryis a rockered midsole design engineered to deliver a smooth ride and increased propulsion.,Full Ground Contactprovides increased traction and a smooth heel to toe transition.Trail Outsolewith podular design for stability on uneven terrain.4mm Lugsprovide reliable traction on trails.,Dual-layer mesh supports the foot while allowing for ample air-flow.Unifi REPREVE recycled yarn decreases the shoe's environmental impact.Textured TPU toe-cap increases impact protection from underfoot hazards.Internal heel counter increases the security of the hold to minimize slipping.  ,https://www.runningwarehouse.com/HOKA_Challenger_ATR_6/descpage-HOCA6W9.html
136,HOKA Gaviota 4,HOKA,Gaviota 4,169.95,0.0,0.0,women, Shell Coral/Peach,Maximal,Max,"Cushioned Comfort,Walking,Roads and Pavement",J-Frameprovides rubberized foam for stability along the medial side of the shoe and around the heel to guide the foot naturally without using a standard medial postLate Stage Meta-Rocker Geometryis a rockered midsole design engineered to create a stable base of forefoot supportCMEVA Midsole foam is comfortable and soft on impact.,Durabrasion Rubberis strategically placed for increased traction and durability.,Engineered meshon the upper is lightweight and allows for excellent airflow and breathabilityH-Frameupper adds support with an enhanced midfoot lockdown  ,https://www.runningwarehouse.com/HOKA_Gaviota_4/descpage-HOGA4W4.html
137,HOKA Kawana,HOKA,Kawana,139.95,0.0,0.0,women, Peach Parfait/Coral,High,Neutral,"All Around,Gym Workouts,Casual Wear,Walking,Roads and Pavement",CMEVA Foam provides that signature HOKA ONE ONE Cushioning.Early Stage Meta-Rocker Geometryis a rockered midsole design engineered to encourage efficient running mechanics.Swallow-Tail Heel Bevelgives a smooth transition.,"Hi-Abrasion Lightweight Rubberis strategically placed for traction and durability, with an updated design to optimize grip and energy return.",Engineered Recycled Jacquard Meshon the upper uses an open design to allow for airflow while providing support in key areas.Extended Heel Pull creates and easy on-off.Anatomical Achilles for comfort no matter the activity.  ,https://www.runningwarehouse.com/HOKA_Kawana/descpage-HOKWW4.html
138,HOKA Stinson ATR 6,HOKA,Stinson ATR 6,169.95,0.0,0.0,women, Lilac Marble,High,Neutral,"All Around,Cushioned Comfort,Hiking,Roads and Pavement,Smooth Trails and Fireroads",CMEVA (compression-molded EVA) midsole provides optimal lightweight cushioning.Broad midsole and accommodating fit for a comfortable ride.Late Stage Meta-Rocker Geometry is a rockered midsole design engineered to create a stable base of forefoot support.,"Zonal Rubber Outsole features rubber in high wear areas for increased durability without added weight.Broad, closely spaced lugs deliver versatile traction on uneven trails.4mm lugs provide all-terrain traction.",Engineered Mesh on the upper allows for excellent airflow and breathability.Recycled UNIF Reprieve Yarn derived from post-consumer waste plastic.Anatomical Support Wings along eye row for secure lockdown.TPU Reinforced Toe Cap provides additional durability.  ,https://www.runningwarehouse.com/HOKA_Stinson_ATR_6/descpage-HOSA6W6.html
139,HOKA Torrent 3,HOKA,Torrent 3,129.95,0.0,0.0,women, Wistful Mauve/Cyclamen,Medium,Neutral,"All Around,Fast Runs,Smooth Trails and Fireroads",PROFLY is softer in the heel for extra cushioning and firmer in the forefoot for added propulsion.,Sticky Rubber is strategically placed for increased traction on slippery surfaces.4mm Multidirectional Lugs are strategically placed to provide traction across varied terrain.,"Engineered Mesh made of recycled polyester fibers provides optimal breathability, quick-drying comfort, and support.Reinforcing Overlays surround the forefoot and toe box for added support and protection from trail debris.  ",https://www.runningwarehouse.com/HOKA_Torrent_3/descpage-HTO3W03.html
140,HOKA Zinal,HOKA,Zinal,160.0,127.95,79.97,women, Impala/Flame,Medium,Neutral,"Fast Runs,Roads and Pavement",no information,no information,no information,https://www.runningwarehouse.com/HOKA_Zinal/descpage-HZIN1W6.html
141,HOKA Mafate Speed 4,HOKA,Mafate Speed 4,184.95,0.0,0.0,women, Impala/Flame,Maximal,Neutral,"All Around,Fast Runs,Hiking,Rocky and Technical Trails",PROFLY+gives a cushioned landing and an explosive toe-off.Early Stage Meta-Rocker Geometryis a rockered midsole design engineered to deliver a smooth ride and increased propulsion.,Vibram Megagrip Compoundprovides excellent grip on wet or dry surfaces with a lugged outsole offering added durability and stability.Traction Lugsincrease ground contact and improve ground feel.,Single Layer Woven Jacquard Meshsupports the foot while allowing for ample airflowDynamic Textile Vampprovides additional accommodation for the forefoot.Rubber toe capfor support and protection  ,https://www.runningwarehouse.com/HOKA_Mafate_Speed_4/descpage-HMS4WS4.html
142,HOKA Ora Recovery Flip,HOKA,Ora Recovery Flip,59.95,0.0,0.0,women, Impala/Coastal Sky,,,,Top Layer Oversized EVA provides plush step-in comfort.Early Stage Meta-Rocker Geometry is a rockered midsole design engineered to encourage an efficient gait.,Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"Flip construction wraps around the big toe for open, lightweight comfort.  ",https://www.runningwarehouse.com/HOKA_Ora_Recovery_Flip/descpage-HORF1WH.html
